编码1,编码2,相似度
高强度学业竞争环境,忙碌即价值的社会观念,0.6862
高强度学业竞争环境,害怕落后的焦虑,0.7370
高强度学业竞争环境,对休息即浪费时间的自我苛责,0.7429
高强度学业竞争环境,教育环境传递的功利价值观,0.7429
高强度学业竞争环境,勤奋崇拜文化,0.7182
高强度学业竞争环境,同辈努力感知压力,0.7929
高强度学业竞争环境,竞争性社会氛围感知,0.8076
高强度学业竞争环境,多重结构性压力叠加,0.8562
高强度学业竞争环境,就业竞争压力,0.8153
高强度学业竞争环境,应试教育导向下的时间紧迫感,0.6812
高强度学业竞争环境,高竞争环境下的不敢松懈心理,0.8264
高强度学业竞争环境,表面努力的压力,0.7703
成绩导向的时间紧迫感,外部成就期待压力,0.7405
成绩导向的时间紧迫感,对失控后果的担忧,0.7017
成绩导向的时间紧迫感,习惯性忙碌内化,0.6810
成绩导向的时间紧迫感,高自我要求倾向,0.6601
成绩导向的时间紧迫感,学历身份压力,0.6676
成绩导向的时间紧迫感,内卷环境感知,0.7401
成绩导向的时间紧迫感,社会对持续奋斗的推崇,0.6755
成绩导向的时间紧迫感,优绩主义文化内化,0.6530
成绩导向的时间紧迫感,社会对勤奋的推崇,0.6367
成绩导向的时间紧迫感,学术评价体系的压力,0.7710
成绩导向的时间紧迫感,同辈竞争带来的自我约束,0.7841
成绩导向的时间紧迫感,家庭对成就的高期待,0.5784
成绩导向的时间紧迫感,内在成就动机过强,0.7719
成绩导向的时间紧迫感,高强度工作任务压力,0.6933
成绩导向的时间紧迫感,社会规训内化,0.7485
成绩导向的时间紧迫感,休息被建构为退出竞争的象征,0.6874
成绩导向的时间紧迫感,时间利用的道德化认知,0.6556
成绩导向的时间紧迫感,休息与时间损失的灾难化联想,0.7435
成绩导向的时间紧迫感,任务拖延引发的负罪感,0.6436
成绩导向的时间紧迫感,同辈横向比较压力,0.7296
成绩导向的时间紧迫感,自我能力不足感,0.6775
成绩导向的时间紧迫感,自我提升紧迫感,0.8032
成绩导向的时间紧迫感,时间浪费恐惧,0.7132
成绩导向的时间紧迫感,完美主义倾向,0.7396
成绩导向的时间紧迫感,社会期待压力,0.7978
成绩导向的时间紧迫感,长期行为驯化,0.6782
成绩导向的时间紧迫感,休息技能缺失,0.7043
成绩导向的时间紧迫感,心理健康困扰,0.6336
成绩导向的时间紧迫感,就业压力驱动的自我要求,0.7186
成绩导向的时间紧迫感,同辈努力氛围引发的自我对照,0.7790
成绩导向的时间紧迫感,工作积压压力,0.6704
成绩导向的时间紧迫感,社会竞争加剧,0.7193
成绩导向的时间紧迫感,努力回报信念,0.6120
成绩导向的时间紧迫感,好孩子规训内化,0.5208
成绩导向的时间紧迫感,外部认同依赖,0.6587
成绩导向的时间紧迫感,决策冲突倾向,0.7154
成绩导向的时间紧迫感,反刍性自我审视,0.6444
成绩导向的时间紧迫感,同伴比较压力,0.7215
成绩导向的时间紧迫感,早期教育塑造的休息观念,0.7465
成绩导向的时间紧迫感,高强度学业压力下的自我要求,0.8332
成绩导向的时间紧迫感,家庭环境对休息态度的塑造,0.7184
成绩导向的时间紧迫感,碎片化工作模式内化,0.6984
成绩导向的时间紧迫感,同辈产出压力,0.7571
成绩导向的时间紧迫感,竞争性成长环境,0.7259
成绩导向的时间紧迫感,未来成就压力,0.7681
成绩导向的时间紧迫感,家庭经济压力引发的成就焦虑,0.6604
成绩导向的时间紧迫感,社会对持续产出的推崇,0.7010
成绩导向的时间紧迫感,休息被等同于浪费,0.6988
成绩导向的时间紧迫感,能动力不足,0.7125
成绩导向的时间紧迫感,内卷化社会压力,0.7265
成绩导向的时间紧迫感,休息价值被否定,0.6603
成绩导向的时间紧迫感,时间管理失衡感,0.7542
成绩导向的时间紧迫感,对成果质量的高要求与休闲时间的冲突,0.7841
成绩导向的时间紧迫感,能力自我怀疑,0.6226
成绩导向的时间紧迫感,被超越的恐惧,0.5947
成绩导向的时间紧迫感,休息引发的焦虑与恐惧,0.6496
成绩导向的时间紧迫感,早期努力至上教育灌输,0.6818
成绩导向的时间紧迫感,努力不足归因倾向,0.7272
成绩导向的时间紧迫感,他人持续努力的想象性比较,0.7171
成绩导向的时间紧迫感,任务未完成时的休息负罪感,0.7069
成绩导向的时间紧迫感,集体专注氛围下的休息不适,0.7567
成绩导向的时间紧迫感,自控力与行动力的冲突,0.7073
成绩导向的时间紧迫感,与同辈自发比较产生的压力,0.7900
成绩导向的时间紧迫感,自我期望与能力落差,0.7530
成绩导向的时间紧迫感,升学与就业竞争压力,0.7633
成绩导向的时间紧迫感,理想自我与现实自我的冲突,0.6653
成绩导向的时间紧迫感,竞争性学习内化,0.7153
成绩导向的时间紧迫感,目标缺失下的时间空洞感,0.7552
成绩导向的时间紧迫感,同辈卷度焦虑,0.7092
成绩导向的时间紧迫感,教育灌输的时间观,0.6631
成绩导向的时间紧迫感,非自愿的社会比较倾向,0.6493
成绩导向的时间紧迫感,制度化时间管理剥夺自主节奏体验,0.6864
成绩导向的时间紧迫感,同辈竞争压力下的行为参照,0.7743
成绩导向的时间紧迫感,心理困扰驱动的回避性忙碌,0.7000
成绩导向的时间紧迫感,竞争导向的评价体系,0.6886
成绩导向的时间紧迫感,自我规训的思维模式,0.7568
成绩导向的时间紧迫感,学业负担过重,0.7736
成绩导向的时间紧迫感,家长期望压力,0.7445
成绩导向的时间紧迫感,教师权威驱动,0.7004
成绩导向的时间紧迫感,自我意志薄弱,0.6779
成绩导向的时间紧迫感,自我期望过高,0.6298
成绩导向的时间紧迫感,学业任务压力,0.7858
成绩导向的时间紧迫感,休息伴随负面情绪体验,0.7396
成绩导向的时间紧迫感,担忧学业落后,0.7941
成绩导向的时间紧迫感,恐惧休息行为本身,0.5926
成绩导向的时间紧迫感,感知他人隐性竞争,0.6152
成绩导向的时间紧迫感,担忧被群体远远抛下,0.6766
成绩导向的时间紧迫感,生产力至上价值观,0.6140
成绩导向的时间紧迫感,自我提升义务感,0.6384
成绩导向的时间紧迫感,时间利用焦虑,0.7525
成绩导向的时间紧迫感,就业市场竞争激烈,0.6480
成绩导向的时间紧迫感,学历价值下降,0.7180
成绩导向的时间紧迫感,社会整体压力氛围,0.7149
成绩导向的时间紧迫感,同辈竞争性行为普遍,0.7104
成绩导向的时间紧迫感,生活节奏过快,0.7454
成绩导向的时间紧迫感,长期高压习惯化,0.7425
成绩导向的时间紧迫感,自我成就压力,0.7264
成绩导向的时间紧迫感,对落后于他人的恐惧,0.6572
成绩导向的时间紧迫感,完美主义驱动的自我要求,0.6854
成绩导向的时间紧迫感,竞争意识引发的休息压力,0.7426
成绩导向的时间紧迫感,对未完成事务的持续担忧,0.6378
成绩导向的时间紧迫感,努力至上文化规范,0.6506
成绩导向的时间紧迫感,心理健康价值被忽视,0.5989
成绩导向的时间紧迫感,家庭期望压力,0.7679
成绩导向的时间紧迫感,目标与能力失衡引发的时间侵占,0.7716
成绩导向的时间紧迫感,同侪努力引发的休息不适,0.7606
成绩导向的时间紧迫感,自我高期望引发的休息冲突,0.7519
成绩导向的时间紧迫感,同侪水平相近时的攀比压力,0.7420
成绩导向的时间紧迫感,成就动机驱动,0.7268
成绩导向的时间紧迫感,重要他人期望压力,0.6729
成绩导向的时间紧迫感,同辈努力参照,0.7226
成绩导向的时间紧迫感,社会焦虑氛围渗透,0.6611
成绩导向的时间紧迫感,机构文化强调自律与进取,0.6115
成绩导向的时间紧迫感,就业前景不确定性带来的压力,0.7586
成绩导向的时间紧迫感,教育中缺乏对休闲正当性的认可,0.7160
成绩导向的时间紧迫感,未完成任务压力,0.6937
成绩导向的时间紧迫感,早期愧疚导向的教养方式,0.6597
成绩导向的时间紧迫感,外部高期待压力,0.7512
成绩导向的时间紧迫感,自我成就标准过高,0.7283
成绩导向的时间紧迫感,对他人负面评价的恐惧,0.6760
成绩导向的时间紧迫感,无意识的社会比较倾向,0.7218
成绩导向的时间紧迫感,同辈群体的竞争氛围,0.7460
成绩导向的时间紧迫感,社会竞争压力,0.7779
成绩导向的时间紧迫感,自我要求严苛,0.6364
成绩导向的时间紧迫感,内耗型思维模式,0.6316
成绩导向的时间紧迫感,过度关注他人表现,0.7239
成绩导向的时间紧迫感,资本主义社会对人的异化,0.4938
成绩导向的时间紧迫感,价值条件化的教育影响,0.7181
成绩导向的时间紧迫感,社会内卷与经济不安全感,0.5988
成绩导向的时间紧迫感,同辈学业努力对比,0.7517
成绩导向的时间紧迫感,自我成长期待冲突,0.6838
成绩导向的时间紧迫感,家庭优先学习理念灌输,0.7122
成绩导向的时间紧迫感,学校内卷化学习氛围,0.7135
成绩导向的时间紧迫感,社会整体内卷风气,0.6994
成绩导向的时间紧迫感,早期习惯内化,0.6942
成绩导向的时间紧迫感,高压环境下的自动化思维,0.6962
成绩导向的时间紧迫感,社会结构驱动的内卷压力,0.6285
成绩导向的时间紧迫感,过高的自我要求,0.6469
成绩导向的时间紧迫感,环境压力过大,0.6918
成绩导向的时间紧迫感,成就导向的自我价值绑定,0.7180
成绩导向的时间紧迫感,外部认可依赖,0.7283
成绩导向的时间紧迫感,未达自我努力标准,0.7508
成绩导向的时间紧迫感,焦虑敏感的个体特质,0.6376
成绩导向的时间紧迫感,高压竞争的社会环境,0.7381
成绩导向的时间紧迫感,应试教育塑造的行为惯性,0.8038
成绩导向的时间紧迫感,过高自我目标设定,0.6709
成绩导向的时间紧迫感,自我效能感不足,0.6847
成绩导向的时间紧迫感,过度关注他人状态,0.6781
成绩导向的时间紧迫感,自我敏感性过高,0.6076
成绩导向的时间紧迫感,未来目标模糊,0.6677
成绩导向的时间紧迫感,奋斗文化内化,0.6861
成绩导向的时间紧迫感,奋斗价值观的文化传承,0.6224
成绩导向的时间紧迫感,群体压力氛围,0.6236
成绩导向的时间紧迫感,自我效能怀疑,0.5861
成绩导向的时间紧迫感,社会生活节奏压迫感,0.7316
成绩导向的时间紧迫感,高自我学业标准,0.7622
成绩导向的时间紧迫感,升学目标驱动压力,0.8185
成绩导向的时间紧迫感,学业压力内化,0.7985
成绩导向的时间紧迫感,休息引发焦虑反应,0.7038
成绩导向的时间紧迫感,早期价值观内化,0.7172
成绩导向的时间紧迫感,同辈压力驱动的自我监控,0.7625
成绩导向的时间紧迫感,理想自我与现实行为的落差,0.6892
成绩导向的时间紧迫感,自动化负面思维模式,0.6432
成绩导向的时间紧迫感,社会攀比压力,0.7620
成绩导向的时间紧迫感,弥漫性焦虑氛围,0.5906
成绩导向的时间紧迫感,亲密关系中的价值评判,0.5971
成绩导向的时间紧迫感,家庭权威的期望压力,0.6609
成绩导向的时间紧迫感,教育者传递的绩效焦虑,0.6987
成绩导向的时间紧迫感,高压教养模式,0.5894
成绩导向的时间紧迫感,成就导向型人格特质,0.6887
成绩导向的时间紧迫感,目标紧迫性感知,0.7454
成绩导向的时间紧迫感,计划秩序破坏敏感,0.6385
成绩导向的时间紧迫感,效率至上信念,0.7264
成绩导向的时间紧迫感,竞争压力下的自我不足感,0.7126
成绩导向的时间紧迫感,外部比较压力,0.6548
成绩导向的时间紧迫感,内在认知偏差,0.6990
成绩导向的时间紧迫感,职场与校园文化规训,0.6861
成绩导向的时间紧迫感,同辈压力驱动的休息不适,0.7530
成绩导向的时间紧迫感,好胜性格引发的自我苛责,0.6849
成绩导向的时间紧迫感,技术加速带来的紧迫感,0.7062
成绩导向的时间紧迫感,对未来不确定性的焦虑,0.6113
成绩导向的时间紧迫感,生存与生活压力的内化,0.6337
成绩导向的时间紧迫感,他人评价的过度关注,0.6687
成绩导向的时间紧迫感,幸福观的绩效化倾向,0.6829
成绩导向的时间紧迫感,多源压力驱动的应然自我期待,0.7393
成绩导向的时间紧迫感,自我设定目标未达成引发的内疚,0.6407
成绩导向的时间紧迫感,代际劳动榜样内化,0.6093
成绩导向的时间紧迫感,社会推崇进取文化,0.6986
成绩导向的时间紧迫感,个人要强性格,0.6526
成绩导向的时间紧迫感,高自我要求与完美主义倾向,0.6708
成绩导向的时间紧迫感,时间经济化观念,0.6893
成绩导向的时间紧迫感,勤劳美德内化,0.6297
成绩导向的时间紧迫感,制度性过劳常态化,0.6986
成绩导向的时间紧迫感,社会成功话语对休息的污名化,0.6194
成绩导向的时间紧迫感,教育环境强调持续学习,0.6706
成绩导向的时间紧迫感,社会内卷氛围压力,0.7563
成绩导向的时间紧迫感,高压环境下的休息无效感,0.6671
成绩导向的时间紧迫感,同辈竞争引发的休息愧疚,0.7281
成绩导向的时间紧迫感,就业压力,0.7032
成绩导向的时间紧迫感,时间管理失当,0.7295
成绩导向的时间紧迫感,广泛性焦虑倾向,0.5801
成绩导向的时间紧迫感,内卷环境引发的竞争压力,0.6955
成绩导向的时间紧迫感,就业市场焦虑,0.6700
成绩导向的时间紧迫感,休息等同于生命浪费,0.6976
成绩导向的时间紧迫感,对未完成任务的恐惧,0.6067
成绩导向的时间紧迫感,对目标的矛盾心理,0.7040
成绩导向的时间紧迫感,未完成任务的压力,0.7075
成绩导向的时间紧迫感,群体学习氛围的压迫感,0.7323
成绩导向的时间紧迫感,就业前景焦虑,0.7540
成绩导向的时间紧迫感,前途不确定性忧虑,0.6935
成绩导向的时间紧迫感,家长期望负担,0.7258
成绩导向的时间紧迫感,他人审视恐惧,0.6441
成绩导向的时间紧迫感,内在成就驱力,0.7129
成绩导向的时间紧迫感,未遵循个人休息计划,0.7214
成绩导向的时间紧迫感,资源稀缺引发的生存焦虑,0.7333
成绩导向的时间紧迫感,感知他人努力压力,0.7411
成绩导向的时间紧迫感,未完成任务焦虑,0.6910
成绩导向的时间紧迫感,自我高标准要求,0.7123
成绩导向的时间紧迫感,不切实际的任务目标,0.7015
成绩导向的时间紧迫感,高强度学业竞争感知,0.8219
成绩导向的时间紧迫感,自我设定的高成就标准,0.7643
成绩导向的时间紧迫感,对未来后果的灾难化预期,0.6152
成绩导向的时间紧迫感,时间紧迫感,0.7885
成绩导向的时间紧迫感,内在自我驱策,0.7256
成绩导向的时间紧迫感,任务完成不确定性,0.7432
成绩导向的时间紧迫感,竞争性社会环境压力,0.7942
成绩导向的时间紧迫感,权威人物的价值观内化,0.7411
成绩导向的时间紧迫感,努力与疲惫的内在冲突,0.7085
成绩导向的时间紧迫感,社会整体奋进氛围的压力,0.7615
成绩导向的时间紧迫感,外部高期望的内化,0.7569
成绩导向的时间紧迫感,未来不确定性驱动的过度准备,0.6343
成绩导向的时间紧迫感,多重压力叠加,0.7299
成绩导向的时间紧迫感,竞争压力感知,0.7282
成绩导向的时间紧迫感,应试教育内化的竞争焦虑,0.7509
成绩导向的时间紧迫感,就业压力驱动的群体比较,0.7072
成绩导向的时间紧迫感,经济独立紧迫感,0.6691
成绩导向的时间紧迫感,同辈学业成就压力,0.8055
成绩导向的时间紧迫感,教育灌输的效率至上观念,0.7872
成绩导向的时间紧迫感,现实压力驱动的自我规训,0.7160
成绩导向的时间紧迫感,自我定位模糊,0.6444
成绩导向的时间紧迫感,就业导向的教育压力,0.7334
成绩导向的时间紧迫感,被动卷入竞争环境,0.6608
成绩导向的时间紧迫感,同伴成就引发的自我贬抑,0.6894
成绩导向的时间紧迫感,高学业成就期待,0.8550
成绩导向的时间紧迫感,未完成重要事务的自我责备,0.6932
成绩导向的时间紧迫感,观察他人努力引发的相对懈怠感,0.7272
成绩导向的时间紧迫感,竞争性评价体系压力,0.6935
成绩导向的时间紧迫感,争强好胜的个性倾向,0.7559
成绩导向的时间紧迫感,竞争劣势引发的焦虑投射,0.7058
成绩导向的时间紧迫感,自我价值感不足,0.7135
成绩导向的时间紧迫感,过度关注外部评价,0.7638
成绩导向的时间紧迫感,学业进度压力,0.8221
成绩导向的时间紧迫感,同伴内卷氛围引发的归因偏差,0.7152
成绩导向的时间紧迫感,自我效能感低下,0.6914
成绩导向的时间紧迫感,他人成就压力,0.7010
成绩导向的时间紧迫感,思维反刍倾向,0.6773
成绩导向的时间紧迫感,社会竞争环境强化,0.7209
成绩导向的时间紧迫感,内在价值冲突,0.7106
成绩导向的时间紧迫感,同辈竞争压力加剧,0.7739
成绩导向的时间紧迫感,同伴学习行为引发的焦虑,0.6471
成绩导向的时间紧迫感,成功焦虑驱动的自我监控,0.7257
成绩导向的时间紧迫感,生存压力加剧,0.6756
成绩导向的时间紧迫感,休闲活动的时间消耗感,0.7479
成绩导向的时间紧迫感,社会竞争氛围内化,0.6606
成绩导向的时间紧迫感,填鸭式教育经历,0.6896
成绩导向的时间紧迫感,社会比较压力,0.7385
成绩导向的时间紧迫感,效率至上价值观,0.6583
成绩导向的时间紧迫感,对落后于他人的担忧,0.6969
成绩导向的时间紧迫感,自我价值绑定于持续产出,0.6126
成绩导向的时间紧迫感,自我施加的完美主义倾向,0.7239
成绩导向的时间紧迫感,同辈竞争性参照,0.6850
成绩导向的时间紧迫感,自我提升的迫切需求,0.7163
成绩导向的时间紧迫感,同伴行为带来的隐性压力,0.6871
成绩导向的时间紧迫感,家庭成就期待压力,0.6683
成绩导向的时间紧迫感,成就导向驱动的自我要求,0.7387
成绩导向的时间紧迫感,内卷环境下的行为惯性,0.7386
成绩导向的时间紧迫感,工作压力引发的休息冲突,0.7395
成绩导向的时间紧迫感,学业成绩导向的教育氛围,0.8153
成绩导向的时间紧迫感,内卷环境与休息渴望的冲突,0.7345
成绩导向的时间紧迫感,群体性内卷压力,0.7221
成绩导向的时间紧迫感,担忧被他人超越,0.7417
成绩导向的时间紧迫感,卷躺两难困境,0.5859
成绩导向的时间紧迫感,能力与期望不匹配,0.7164
成绩导向的时间紧迫感,自我行为不一致引发的内疚,0.6634
成绩导向的时间紧迫感,未完成应尽责任引发的自我谴责,0.6863
成绩导向的时间紧迫感,他人成就引发的不利自我对照,0.6693
成绩导向的时间紧迫感,学业压力驱动的休息否定,0.8465
成绩导向的时间紧迫感,竞争环境下的休息污名化,0.6586
成绩导向的时间紧迫感,功利主义价值观对休息的贬低,0.6515
成绩导向的时间紧迫感,同辈行为参照引发的自我审视,0.6710
成绩导向的时间紧迫感,休息价值感缺失,0.7539
成绩导向的时间紧迫感,成绩导向的社会评价,0.8428
成绩导向的时间紧迫感,内外压力叠加,0.6962
成绩导向的时间紧迫感,早期高压教育灌输,0.7616
成绩导向的时间紧迫感,同辈竞争驱动的自我压榨,0.6629
成绩导向的时间紧迫感,对成绩与生活的焦虑,0.8038
成绩导向的时间紧迫感,社会竞争压力内化,0.7862
成绩导向的时间紧迫感,应试教育惯性,0.7570
成绩导向的时间紧迫感,恐惧被他人超越,0.6786
成绩导向的时间紧迫感,遵从努力型社会规范的压力,0.7140
成绩导向的时间紧迫感,目标模糊引发的自我苛责,0.6888
成绩导向的时间紧迫感,功利主义价值观影响,0.6553
成绩导向的时间紧迫感,优绩主义文化压力,0.7680
成绩导向的时间紧迫感,传统家庭教育规训,0.7108
成绩导向的时间紧迫感,社会大众心理氛围,0.7193
成绩导向的时间紧迫感,同辈竞争焦虑,0.7411
成绩导向的时间紧迫感,社会功利文化压力,0.7057
成绩导向的时间紧迫感,自我价值绑定于生产力,0.6577
成绩导向的时间紧迫感,错失恐惧驱动,0.7074
成绩导向的时间紧迫感,学习效率低下引发的自我责备,0.7707
成绩导向的时间紧迫感,重要他人高期待压力,0.6661
成绩导向的时间紧迫感,亲密关系中的能力落差感,0.5872
成绩导向的时间紧迫感,教育环境内卷氛围,0.7533
成绩导向的时间紧迫感,未来方向不确定性,0.7698
成绩导向的时间紧迫感,环境竞争压力,0.7526
成绩导向的时间紧迫感,情绪调节困难,0.5891
成绩导向的时间紧迫感,社会对高效产出的推崇,0.6804
成绩导向的时间紧迫感,忙碌脱离不适感,0.7382
成绩导向的时间紧迫感,未来方向不明引发的休息焦虑,0.6819
成绩导向的时间紧迫感,自我努力不足感,0.7344
成绩导向的时间紧迫感,过度焦虑倾向,0.6838
成绩导向的时间紧迫感,他人比较引发的心理失衡,0.7202
成绩导向的时间紧迫感,忙碌即价值的社会观念,0.6704
成绩导向的时间紧迫感,害怕落后的焦虑,0.6773
成绩导向的时间紧迫感,对休息即浪费时间的自我苛责,0.7232
成绩导向的时间紧迫感,教育环境传递的功利价值观,0.6585
成绩导向的时间紧迫感,勤奋崇拜文化,0.6867
成绩导向的时间紧迫感,同辈努力感知压力,0.7369
成绩导向的时间紧迫感,竞争性社会氛围感知,0.7292
成绩导向的时间紧迫感,多重结构性压力叠加,0.7667
成绩导向的时间紧迫感,就业竞争压力,0.7461
成绩导向的时间紧迫感,应试教育导向下的时间紧迫感,0.7642
成绩导向的时间紧迫感,高竞争环境下的不敢松懈心理,0.7759
成绩导向的时间紧迫感,表面努力的压力,0.6576
外部成就期待压力,对失控后果的担忧,0.6935
外部成就期待压力,习惯性忙碌内化,0.6909
外部成就期待压力,高自我要求倾向,0.6908
外部成就期待压力,学历身份压力,0.7082
外部成就期待压力,内卷环境感知,0.7146
外部成就期待压力,社会对持续奋斗的推崇,0.7569
外部成就期待压力,优绩主义文化内化,0.6731
外部成就期待压力,社会对勤奋的推崇,0.6693
外部成就期待压力,学术评价体系的压力,0.7242
外部成就期待压力,同辈竞争带来的自我约束,0.7595
外部成就期待压力,家庭对成就的高期待,0.6892
外部成就期待压力,内在成就动机过强,0.7442
外部成就期待压力,高强度工作任务压力,0.7539
外部成就期待压力,社会规训内化,0.7436
外部成就期待压力,休息被建构为退出竞争的象征,0.6528
外部成就期待压力,时间利用的道德化认知,0.5630
外部成就期待压力,休息与时间损失的灾难化联想,0.6591
外部成就期待压力,任务拖延引发的负罪感,0.6149
外部成就期待压力,同辈横向比较压力,0.7490
外部成就期待压力,自我能力不足感,0.7261
外部成就期待压力,自我提升紧迫感,0.7374
外部成就期待压力,时间浪费恐惧,0.6537
外部成就期待压力,完美主义倾向,0.6952
外部成就期待压力,社会期待压力,0.8839
外部成就期待压力,长期行为驯化,0.6480
外部成就期待压力,休息技能缺失,0.6765
外部成就期待压力,心理健康困扰,0.6408
外部成就期待压力,就业压力驱动的自我要求,0.7730
外部成就期待压力,同辈努力氛围引发的自我对照,0.7410
外部成就期待压力,工作积压压力,0.7417
外部成就期待压力,社会竞争加剧,0.7370
外部成就期待压力,努力回报信念,0.6438
外部成就期待压力,好孩子规训内化,0.4950
外部成就期待压力,外部认同依赖,0.7274
外部成就期待压力,决策冲突倾向,0.6495
外部成就期待压力,反刍性自我审视,0.6051
外部成就期待压力,同伴比较压力,0.7584
外部成就期待压力,早期教育塑造的休息观念,0.6886
外部成就期待压力,高强度学业压力下的自我要求,0.7567
外部成就期待压力,家庭环境对休息态度的塑造,0.7589
外部成就期待压力,碎片化工作模式内化,0.6231
外部成就期待压力,同辈产出压力,0.7926
外部成就期待压力,竞争性成长环境,0.7219
外部成就期待压力,未来成就压力,0.9050
外部成就期待压力,家庭经济压力引发的成就焦虑,0.7868
外部成就期待压力,社会对持续产出的推崇,0.7534
外部成就期待压力,休息被等同于浪费,0.6284
外部成就期待压力,能动力不足,0.7009
外部成就期待压力,内卷化社会压力,0.7761
外部成就期待压力,休息价值被否定,0.6595
外部成就期待压力,时间管理失衡感,0.6449
外部成就期待压力,对成果质量的高要求与休闲时间的冲突,0.7072
外部成就期待压力,能力自我怀疑,0.6599
外部成就期待压力,被超越的恐惧,0.6589
外部成就期待压力,休息引发的焦虑与恐惧,0.6644
外部成就期待压力,早期努力至上教育灌输,0.6320
外部成就期待压力,努力不足归因倾向,0.7405
外部成就期待压力,他人持续努力的想象性比较,0.7294
外部成就期待压力,任务未完成时的休息负罪感,0.7025
外部成就期待压力,集体专注氛围下的休息不适,0.7156
外部成就期待压力,自控力与行动力的冲突,0.6868
外部成就期待压力,与同辈自发比较产生的压力,0.8018
外部成就期待压力,自我期望与能力落差,0.7468
外部成就期待压力,升学与就业竞争压力,0.7767
外部成就期待压力,理想自我与现实自我的冲突,0.6974
外部成就期待压力,竞争性学习内化,0.6452
外部成就期待压力,目标缺失下的时间空洞感,0.6235
外部成就期待压力,同辈卷度焦虑,0.6705
外部成就期待压力,教育灌输的时间观,0.5161
外部成就期待压力,非自愿的社会比较倾向,0.6850
外部成就期待压力,制度化时间管理剥夺自主节奏体验,0.5351
外部成就期待压力,同辈竞争压力下的行为参照,0.7651
外部成就期待压力,心理困扰驱动的回避性忙碌,0.6837
外部成就期待压力,竞争导向的评价体系,0.6235
外部成就期待压力,自我规训的思维模式,0.6337
外部成就期待压力,学业负担过重,0.6782
外部成就期待压力,家长期望压力,0.8153
外部成就期待压力,教师权威驱动,0.6004
外部成就期待压力,自我意志薄弱,0.6365
外部成就期待压力,自我期望过高,0.7102
外部成就期待压力,学业任务压力,0.7716
外部成就期待压力,休息伴随负面情绪体验,0.7170
外部成就期待压力,担忧学业落后,0.7288
外部成就期待压力,恐惧休息行为本身,0.6426
外部成就期待压力,感知他人隐性竞争,0.6296
外部成就期待压力,担忧被群体远远抛下,0.6806
外部成就期待压力,生产力至上价值观,0.6153
外部成就期待压力,自我提升义务感,0.6818
外部成就期待压力,时间利用焦虑,0.6686
外部成就期待压力,就业市场竞争激烈,0.6773
外部成就期待压力,学历价值下降,0.7021
外部成就期待压力,社会整体压力氛围,0.7845
外部成就期待压力,同辈竞争性行为普遍,0.6611
外部成就期待压力,生活节奏过快,0.7092
外部成就期待压力,长期高压习惯化,0.6561
外部成就期待压力,自我成就压力,0.8012
外部成就期待压力,对落后于他人的恐惧,0.6767
外部成就期待压力,完美主义驱动的自我要求,0.6995
外部成就期待压力,竞争意识引发的休息压力,0.7717
外部成就期待压力,对未完成事务的持续担忧,0.7058
外部成就期待压力,努力至上文化规范,0.6736
外部成就期待压力,心理健康价值被忽视,0.6591
外部成就期待压力,家庭期望压力,0.8366
外部成就期待压力,目标与能力失衡引发的时间侵占,0.6915
外部成就期待压力,同侪努力引发的休息不适,0.7511
外部成就期待压力,自我高期望引发的休息冲突,0.7449
外部成就期待压力,同侪水平相近时的攀比压力,0.7927
外部成就期待压力,成就动机驱动,0.7344
外部成就期待压力,重要他人期望压力,0.8436
外部成就期待压力,同辈努力参照,0.7339
外部成就期待压力,社会焦虑氛围渗透,0.6931
外部成就期待压力,机构文化强调自律与进取,0.6056
外部成就期待压力,就业前景不确定性带来的压力,0.7855
外部成就期待压力,教育中缺乏对休闲正当性的认可,0.6801
外部成就期待压力,未完成任务压力,0.7410
外部成就期待压力,早期愧疚导向的教养方式,0.6340
外部成就期待压力,外部高期待压力,0.8857
外部成就期待压力,自我成就标准过高,0.7252
外部成就期待压力,对他人负面评价的恐惧,0.7118
外部成就期待压力,无意识的社会比较倾向,0.7050
外部成就期待压力,同辈群体的竞争氛围,0.7464
外部成就期待压力,社会竞争压力,0.7571
外部成就期待压力,自我要求严苛,0.6852
外部成就期待压力,内耗型思维模式,0.6205
外部成就期待压力,过度关注他人表现,0.7262
外部成就期待压力,资本主义社会对人的异化,0.5271
外部成就期待压力,价值条件化的教育影响,0.7159
外部成就期待压力,社会内卷与经济不安全感,0.6461
外部成就期待压力,同辈学业努力对比,0.7198
外部成就期待压力,自我成长期待冲突,0.7363
外部成就期待压力,家庭优先学习理念灌输,0.6342
外部成就期待压力,学校内卷化学习氛围,0.6982
外部成就期待压力,社会整体内卷风气,0.7068
外部成就期待压力,早期习惯内化,0.6566
外部成就期待压力,高压环境下的自动化思维,0.6592
外部成就期待压力,社会结构驱动的内卷压力,0.6849
外部成就期待压力,过高的自我要求,0.7105
外部成就期待压力,环境压力过大,0.7810
外部成就期待压力,成就导向的自我价值绑定,0.7392
外部成就期待压力,外部认可依赖,0.7833
外部成就期待压力,未达自我努力标准,0.7511
外部成就期待压力,焦虑敏感的个体特质,0.6539
外部成就期待压力,高压竞争的社会环境,0.7796
外部成就期待压力,应试教育塑造的行为惯性,0.6803
外部成就期待压力,过高自我目标设定,0.7217
外部成就期待压力,自我效能感不足,0.7229
外部成就期待压力,过度关注他人状态,0.6871
