编码1,编码2,相似度
休息与时间损失的灾难化联想,计划秩序破坏敏感,0.6013
休息与时间损失的灾难化联想,效率至上信念,0.6540
休息与时间损失的灾难化联想,竞争压力下的自我不足感,0.5996
休息与时间损失的灾难化联想,外部比较压力,0.5834
休息与时间损失的灾难化联想,职场与校园文化规训,0.5615
休息与时间损失的灾难化联想,技术加速带来的紧迫感,0.6565
休息与时间损失的灾难化联想,生存与生活压力的内化,0.5924
休息与时间损失的灾难化联想,他人评价的过度关注,0.6034
休息与时间损失的灾难化联想,幸福观的绩效化倾向,0.6255
休息与时间损失的灾难化联想,多源压力驱动的应然自我期待,0.5646
休息与时间损失的灾难化联想,自我设定目标未达成引发的内疚,0.5451
休息与时间损失的灾难化联想,代际劳动榜样内化,0.5152
休息与时间损失的灾难化联想,个人要强性格,0.5229
休息与时间损失的灾难化联想,时间经济化观念,0.7465
休息与时间损失的灾难化联想,勤劳美德内化,0.5662
休息与时间损失的灾难化联想,制度性过劳常态化,0.5852
休息与时间损失的灾难化联想,社会成功话语对休息的污名化,0.6351
休息与时间损失的灾难化联想,教育环境强调持续学习,0.5124
休息与时间损失的灾难化联想,高压环境下的休息无效感,0.6676
休息与时间损失的灾难化联想,广泛性焦虑倾向,0.5389
休息与时间损失的灾难化联想,内卷环境引发的竞争压力,0.5364
休息与时间损失的灾难化联想,前途不确定性忧虑,0.6943
休息与时间损失的灾难化联想,资源稀缺引发的生存焦虑,0.7186
休息与时间损失的灾难化联想,感知他人努力压力,0.6112
休息与时间损失的灾难化联想,不切实际的任务目标,0.6810
休息与时间损失的灾难化联想,对未来后果的灾难化预期,0.6891
休息与时间损失的灾难化联想,任务完成不确定性,0.7706
休息与时间损失的灾难化联想,权威人物的价值观内化,0.5988
休息与时间损失的灾难化联想,努力与疲惫的内在冲突,0.6656
休息与时间损失的灾难化联想,未来不确定性驱动的过度准备,0.6235
休息与时间损失的灾难化联想,应试教育内化的竞争焦虑,0.5756
休息与时间损失的灾难化联想,就业压力驱动的群体比较,0.5958
休息与时间损失的灾难化联想,经济独立紧迫感,0.6318
休息与时间损失的灾难化联想,教育灌输的效率至上观念,0.6200
休息与时间损失的灾难化联想,现实压力驱动的自我规训,0.5957
休息与时间损失的灾难化联想,自我定位模糊,0.6023
休息与时间损失的灾难化联想,就业导向的教育压力,0.5587
休息与时间损失的灾难化联想,被动卷入竞争环境,0.5561
休息与时间损失的灾难化联想,同伴成就引发的自我贬抑,0.6132
休息与时间损失的灾难化联想,未完成重要事务的自我责备,0.6324
休息与时间损失的灾难化联想,竞争性评价体系压力,0.4964
休息与时间损失的灾难化联想,同伴内卷氛围引发的归因偏差,0.5630
休息与时间损失的灾难化联想,思维反刍倾向,0.6909
休息与时间损失的灾难化联想,内在价值冲突,0.6716
休息与时间损失的灾难化联想,同伴学习行为引发的焦虑,0.5367
休息与时间损失的灾难化联想,成功焦虑驱动的自我监控,0.6700
休息与时间损失的灾难化联想,生存压力加剧,0.6187
休息与时间损失的灾难化联想,休闲活动的时间消耗感,0.7746
休息与时间损失的灾难化联想,填鸭式教育经历,0.5724
休息与时间损失的灾难化联想,效率至上价值观,0.6088
休息与时间损失的灾难化联想,自我提升的迫切需求,0.5814
休息与时间损失的灾难化联想,同伴行为带来的隐性压力,0.6157
休息与时间损失的灾难化联想,成就导向驱动的自我要求,0.5888
休息与时间损失的灾难化联想,内卷环境下的行为惯性,0.6053
休息与时间损失的灾难化联想,工作压力引发的休息冲突,0.7213
休息与时间损失的灾难化联想,卷躺两难困境,0.5308
休息与时间损失的灾难化联想,能力与期望不匹配,0.6097
休息与时间损失的灾难化联想,自我行为不一致引发的内疚,0.6092
休息与时间损失的灾难化联想,竞争环境下的休息污名化,0.6525
休息与时间损失的灾难化联想,功利主义价值观影响,0.6879
休息与时间损失的灾难化联想,同辈行为参照引发的自我审视,0.5619
休息与时间损失的灾难化联想,成绩导向的社会评价,0.6395
休息与时间损失的灾难化联想,早期高压教育灌输,0.6503
休息与时间损失的灾难化联想,对成绩与生活的焦虑,0.6316
休息与时间损失的灾难化联想,遵从努力型社会规范的压力,0.5816
休息与时间损失的灾难化联想,目标模糊引发的自我苛责,0.5939
休息与时间损失的灾难化联想,优绩主义文化压力,0.6287
休息与时间损失的灾难化联想,亲密关系中的能力落差感,0.5597
休息与时间损失的灾难化联想,未来方向不确定性,0.7490
休息与时间损失的灾难化联想,情绪调节困难,0.5723
休息与时间损失的灾难化联想,社会对高效产出的推崇,0.5730
休息与时间损失的灾难化联想,忙碌即价值的社会观念,0.6363
休息与时间损失的灾难化联想,害怕落后的焦虑,0.5965
休息与时间损失的灾难化联想,对休息即浪费时间的自我苛责,0.7500
休息与时间损失的灾难化联想,勤奋崇拜文化,0.5701
休息与时间损失的灾难化联想,同辈努力感知压力,0.5981
休息与时间损失的灾难化联想,就业竞争压力,0.6824
休息与时间损失的灾难化联想,应试教育导向下的时间紧迫感,0.5846
休息与时间损失的灾难化联想,高竞争环境下的不敢松懈心理,0.6502
休息与时间损失的灾难化联想,表面努力的压力,0.5542
任务拖延引发的负罪感,时间浪费恐惧,0.5910
任务拖延引发的负罪感,完美主义倾向,0.6457
任务拖延引发的负罪感,长期行为驯化,0.5515
任务拖延引发的负罪感,休息价值感缺失,0.5729
任务拖延引发的负罪感,心理健康困扰,0.5831
任务拖延引发的负罪感,就业压力驱动的自我要求,0.5392
任务拖延引发的负罪感,努力回报信念,0.5306
任务拖延引发的负罪感,好孩子规训内化,0.4588
任务拖延引发的负罪感,外部认同依赖,0.5810
任务拖延引发的负罪感,决策冲突倾向,0.5892
任务拖延引发的负罪感,反刍性自我审视,0.5214
任务拖延引发的负罪感,早期教育塑造的休息观念,0.5342
任务拖延引发的负罪感,高强度学业压力下的自我要求,0.6027
任务拖延引发的负罪感,碎片化工作模式内化,0.5771
任务拖延引发的负罪感,家庭经济压力引发的成就焦虑,0.5610
任务拖延引发的负罪感,休息等同于生命浪费,0.5429
任务拖延引发的负罪感,时间管理失衡感,0.6841
任务拖延引发的负罪感,对成果质量的高要求与休闲时间的冲突,0.6261
任务拖延引发的负罪感,被超越的恐惧,0.4969
任务拖延引发的负罪感,休息引发的焦虑与恐惧,0.5446
任务拖延引发的负罪感,早期努力至上教育灌输,0.5151
任务拖延引发的负罪感,努力不足归因倾向,0.6138
任务拖延引发的负罪感,任务未完成时的休息负罪感,0.8133
任务拖延引发的负罪感,集体专注氛围下的休息不适,0.5768
任务拖延引发的负罪感,自控力与行动力的冲突,0.5678
任务拖延引发的负罪感,自我期望与能力落差,0.6206
任务拖延引发的负罪感,理想自我与现实自我的冲突,0.5458
任务拖延引发的负罪感,竞争性学习内化,0.5357
任务拖延引发的负罪感,目标缺失下的时间空洞感,0.5697
任务拖延引发的负罪感,同辈卷度焦虑,0.5623
任务拖延引发的负罪感,教育灌输的时间观,0.4617
任务拖延引发的负罪感,非自愿的社会比较倾向,0.5173
任务拖延引发的负罪感,制度化时间管理剥夺自主节奏体验,0.5441
任务拖延引发的负罪感,心理困扰驱动的回避性忙碌,0.6108
任务拖延引发的负罪感,竞争导向的评价体系,0.5259
任务拖延引发的负罪感,自我规训的思维模式,0.5827
任务拖延引发的负罪感,多重压力叠加,0.5418
任务拖延引发的负罪感,家长期望压力,0.5920
任务拖延引发的负罪感,教师权威驱动,0.4554
任务拖延引发的负罪感,自我意志薄弱,0.6136
任务拖延引发的负罪感,担忧学业落后,0.6446
任务拖延引发的负罪感,恐惧休息行为本身,0.5487
任务拖延引发的负罪感,感知他人隐性竞争,0.5177
任务拖延引发的负罪感,担忧被群体远远抛下,0.5655
任务拖延引发的负罪感,生产力至上价值观,0.5036
任务拖延引发的负罪感,自我提升义务感,0.6698
任务拖延引发的负罪感,就业市场竞争激烈,0.5073
任务拖延引发的负罪感,学历价值下降,0.4755
任务拖延引发的负罪感,同辈群体的竞争氛围,0.5584
任务拖延引发的负罪感,同辈竞争性参照,0.5967
任务拖延引发的负罪感,生活节奏过快,0.5881
任务拖延引发的负罪感,长期高压习惯化,0.5892
任务拖延引发的负罪感,自我成就压力,0.5240
任务拖延引发的负罪感,心理健康价值被忽视,0.5707
任务拖延引发的负罪感,目标与能力失衡引发的时间侵占,0.7021
任务拖延引发的负罪感,同侪努力引发的休息不适,0.6420
任务拖延引发的负罪感,重要他人期望压力,0.5423
任务拖延引发的负罪感,同辈努力参照,0.6099
任务拖延引发的负罪感,社会焦虑氛围渗透,0.5390
任务拖延引发的负罪感,机构文化强调自律与进取,0.4407
任务拖延引发的负罪感,教育中缺乏对休闲正当性的认可,0.4850
任务拖延引发的负罪感,早期愧疚导向的教养方式,0.6454
任务拖延引发的负罪感,对他人负面评价的恐惧,0.5683
任务拖延引发的负罪感,内耗型思维模式,0.5968
任务拖延引发的负罪感,资本主义社会对人的异化,0.4202
任务拖延引发的负罪感,价值条件化的教育影响,0.5402
任务拖延引发的负罪感,社会内卷与经济不安全感,0.5059
任务拖延引发的负罪感,自我成长期待冲突,0.5361
任务拖延引发的负罪感,家庭优先学习理念灌输,0.4926
任务拖延引发的负罪感,学校内卷化学习氛围,0.5819
任务拖延引发的负罪感,早期习惯内化,0.5496
任务拖延引发的负罪感,高压环境下的自动化思维,0.5280
任务拖延引发的负罪感,社会结构驱动的内卷压力,0.5374
任务拖延引发的负罪感,焦虑敏感的个体特质,0.5173
任务拖延引发的负罪感,应试教育塑造的行为惯性,0.5029
任务拖延引发的负罪感,过度关注他人状态,0.5855
任务拖延引发的负罪感,自我敏感性过高,0.5133
任务拖延引发的负罪感,未来目标模糊,0.5859
任务拖延引发的负罪感,奋斗价值观的文化传承,0.5610
任务拖延引发的负罪感,群体压力氛围,0.6085
任务拖延引发的负罪感,社会生活节奏压迫感,0.5847
任务拖延引发的负罪感,升学目标驱动压力,0.5334
任务拖延引发的负罪感,理想自我与现实行为的落差,0.5860
任务拖延引发的负罪感,自动化负面思维模式,0.5815
任务拖延引发的负罪感,社会攀比压力,0.5990
任务拖延引发的负罪感,弥漫性焦虑氛围,0.5323
任务拖延引发的负罪感,亲密关系中的价值评判,0.5073
任务拖延引发的负罪感,家庭权威的期望压力,0.4703
任务拖延引发的负罪感,教育者传递的绩效焦虑,0.5179
任务拖延引发的负罪感,高压教养模式,0.4931
任务拖延引发的负罪感,成就导向型人格特质,0.5607
任务拖延引发的负罪感,目标紧迫性感知,0.6383
任务拖延引发的负罪感,计划秩序破坏敏感,0.5122
任务拖延引发的负罪感,效率至上信念,0.5661
任务拖延引发的负罪感,竞争压力下的自我不足感,0.5414
任务拖延引发的负罪感,外部比较压力,0.5759
任务拖延引发的负罪感,职场与校园文化规训,0.5230
任务拖延引发的负罪感,技术加速带来的紧迫感,0.5796
任务拖延引发的负罪感,生存与生活压力的内化,0.5280
任务拖延引发的负罪感,他人评价的过度关注,0.5954
任务拖延引发的负罪感,幸福观的绩效化倾向,0.5583
任务拖延引发的负罪感,多源压力驱动的应然自我期待,0.5581
任务拖延引发的负罪感,自我设定目标未达成引发的内疚,0.7015
任务拖延引发的负罪感,代际劳动榜样内化,0.5131
任务拖延引发的负罪感,个人要强性格,0.5125
任务拖延引发的负罪感,时间经济化观念,0.5797
任务拖延引发的负罪感,勤劳美德内化,0.5957
任务拖延引发的负罪感,制度性过劳常态化,0.5515
任务拖延引发的负罪感,社会成功话语对休息的污名化,0.4847
任务拖延引发的负罪感,教育环境强调持续学习,0.4745
任务拖延引发的负罪感,高压环境下的休息无效感,0.5311
任务拖延引发的负罪感,广泛性焦虑倾向,0.5229
任务拖延引发的负罪感,内卷环境引发的竞争压力,0.5744
任务拖延引发的负罪感,前途不确定性忧虑,0.5673
任务拖延引发的负罪感,资源稀缺引发的生存焦虑,0.6173
任务拖延引发的负罪感,感知他人努力压力,0.5674
任务拖延引发的负罪感,不切实际的任务目标,0.6395
任务拖延引发的负罪感,对未来后果的灾难化预期,0.5797
任务拖延引发的负罪感,任务完成不确定性,0.6935
任务拖延引发的负罪感,权威人物的价值观内化,0.4995
任务拖延引发的负罪感,努力与疲惫的内在冲突,0.6192
任务拖延引发的负罪感,未来不确定性驱动的过度准备,0.5380
任务拖延引发的负罪感,应试教育内化的竞争焦虑,0.5235
任务拖延引发的负罪感,就业压力驱动的群体比较,0.5361
任务拖延引发的负罪感,经济独立紧迫感,0.5591
任务拖延引发的负罪感,教育灌输的效率至上观念,0.5452
任务拖延引发的负罪感,现实压力驱动的自我规训,0.5824
任务拖延引发的负罪感,自我定位模糊,0.5471
任务拖延引发的负罪感,就业导向的教育压力,0.4964
任务拖延引发的负罪感,被动卷入竞争环境,0.5174
任务拖延引发的负罪感,同伴成就引发的自我贬抑,0.5640
任务拖延引发的负罪感,未完成重要事务的自我责备,0.7327
任务拖延引发的负罪感,竞争性评价体系压力,0.4940
任务拖延引发的负罪感,同伴内卷氛围引发的归因偏差,0.5688
任务拖延引发的负罪感,思维反刍倾向,0.6065
任务拖延引发的负罪感,内在价值冲突,0.5843
任务拖延引发的负罪感,同伴学习行为引发的焦虑,0.5064
任务拖延引发的负罪感,成功焦虑驱动的自我监控,0.5904
任务拖延引发的负罪感,生存压力加剧,0.5794
任务拖延引发的负罪感,休闲活动的时间消耗感,0.6012
任务拖延引发的负罪感,填鸭式教育经历,0.5391
任务拖延引发的负罪感,效率至上价值观,0.4939
任务拖延引发的负罪感,自我提升的迫切需求,0.5516
任务拖延引发的负罪感,同伴行为带来的隐性压力,0.5654
任务拖延引发的负罪感,成就导向驱动的自我要求,0.5754
任务拖延引发的负罪感,内卷环境下的行为惯性,0.5900
任务拖延引发的负罪感,工作压力引发的休息冲突,0.6151
任务拖延引发的负罪感,卷躺两难困境,0.5030
任务拖延引发的负罪感,能力与期望不匹配,0.5987
任务拖延引发的负罪感,自我行为不一致引发的内疚,0.7116
任务拖延引发的负罪感,竞争环境下的休息污名化,0.5416
任务拖延引发的负罪感,功利主义价值观影响,0.5404
任务拖延引发的负罪感,同辈行为参照引发的自我审视,0.5290
任务拖延引发的负罪感,成绩导向的社会评价,0.5634
任务拖延引发的负罪感,早期高压教育灌输,0.5625
任务拖延引发的负罪感,对成绩与生活的焦虑,0.5487
任务拖延引发的负罪感,遵从努力型社会规范的压力,0.5816
任务拖延引发的负罪感,目标模糊引发的自我苛责,0.6174
任务拖延引发的负罪感,优绩主义文化压力,0.6066
任务拖延引发的负罪感,亲密关系中的能力落差感,0.5149
任务拖延引发的负罪感,未来方向不确定性,0.5706
任务拖延引发的负罪感,情绪调节困难,0.5587
任务拖延引发的负罪感,社会对高效产出的推崇,0.5457
任务拖延引发的负罪感,忙碌即价值的社会观念,0.6078
任务拖延引发的负罪感,害怕落后的焦虑,0.5968
任务拖延引发的负罪感,对休息即浪费时间的自我苛责,0.6132
任务拖延引发的负罪感,勤奋崇拜文化,0.5653
任务拖延引发的负罪感,同辈努力感知压力,0.5917
任务拖延引发的负罪感,就业竞争压力,0.5886
任务拖延引发的负罪感,应试教育导向下的时间紧迫感,0.5460
任务拖延引发的负罪感,高竞争环境下的不敢松懈心理,0.5671
任务拖延引发的负罪感,表面努力的压力,0.5314
时间浪费恐惧,完美主义倾向,0.6408
时间浪费恐惧,长期行为驯化,0.5698
时间浪费恐惧,休息价值感缺失,0.6358
时间浪费恐惧,心理健康困扰,0.6117
时间浪费恐惧,就业压力驱动的自我要求,0.5703
时间浪费恐惧,努力回报信念,0.5344
时间浪费恐惧,好孩子规训内化,0.3726
时间浪费恐惧,外部认同依赖,0.5556
时间浪费恐惧,决策冲突倾向,0.6231
时间浪费恐惧,反刍性自我审视,0.5623
时间浪费恐惧,早期教育塑造的休息观念,0.5663
时间浪费恐惧,高强度学业压力下的自我要求,0.5729
时间浪费恐惧,碎片化工作模式内化,0.5588
时间浪费恐惧,家庭经济压力引发的成就焦虑,0.5494
时间浪费恐惧,休息等同于生命浪费,0.7142
时间浪费恐惧,时间管理失衡感,0.7492
时间浪费恐惧,对成果质量的高要求与休闲时间的冲突,0.6767
时间浪费恐惧,被超越的恐惧,0.6120
时间浪费恐惧,休息引发的焦虑与恐惧,0.7028
时间浪费恐惧,早期努力至上教育灌输,0.4853
时间浪费恐惧,努力不足归因倾向,0.5264
时间浪费恐惧,任务未完成时的休息负罪感,0.6200
时间浪费恐惧,集体专注氛围下的休息不适,0.5956
时间浪费恐惧,自控力与行动力的冲突,0.5488
时间浪费恐惧,自我期望与能力落差,0.6302
时间浪费恐惧,理想自我与现实自我的冲突,0.5319
时间浪费恐惧,竞争性学习内化,0.5297
时间浪费恐惧,目标缺失下的时间空洞感,0.7038
时间浪费恐惧,同辈卷度焦虑,0.5831
时间浪费恐惧,教育灌输的时间观,0.5973
时间浪费恐惧,非自愿的社会比较倾向,0.5096
时间浪费恐惧,制度化时间管理剥夺自主节奏体验,0.6346
时间浪费恐惧,心理困扰驱动的回避性忙碌,0.6634
时间浪费恐惧,竞争导向的评价体系,0.4749
时间浪费恐惧,自我规训的思维模式,0.5804
时间浪费恐惧,多重压力叠加,0.5566
时间浪费恐惧,家长期望压力,0.5448
时间浪费恐惧,教师权威驱动,0.4412
时间浪费恐惧,自我意志薄弱,0.5780
时间浪费恐惧,担忧学业落后,0.6476
时间浪费恐惧,恐惧休息行为本身,0.6852
时间浪费恐惧,感知他人隐性竞争,0.5059
时间浪费恐惧,担忧被群体远远抛下,0.6085
时间浪费恐惧,生产力至上价值观,0.5086
时间浪费恐惧,自我提升义务感,0.5257
时间浪费恐惧,就业市场竞争激烈,0.6168
时间浪费恐惧,学历价值下降,0.5101
时间浪费恐惧,同辈群体的竞争氛围,0.6233
时间浪费恐惧,同辈竞争性参照,0.5756
时间浪费恐惧,生活节奏过快,0.6576
时间浪费恐惧,长期高压习惯化,0.5531
时间浪费恐惧,自我成就压力,0.5215
时间浪费恐惧,心理健康价值被忽视,0.5671
时间浪费恐惧,目标与能力失衡引发的时间侵占,0.6789
时间浪费恐惧,同侪努力引发的休息不适,0.6204
时间浪费恐惧,重要他人期望压力,0.5243
时间浪费恐惧,同辈努力参照,0.5294
时间浪费恐惧,社会焦虑氛围渗透,0.6853
时间浪费恐惧,机构文化强调自律与进取,0.4300
时间浪费恐惧,教育中缺乏对休闲正当性的认可,0.5293
时间浪费恐惧,早期愧疚导向的教养方式,0.5220
时间浪费恐惧,对他人负面评价的恐惧,0.6737
时间浪费恐惧,内耗型思维模式,0.6050
时间浪费恐惧,资本主义社会对人的异化,0.4522
时间浪费恐惧,价值条件化的教育影响,0.5043
时间浪费恐惧,社会内卷与经济不安全感,0.5397
时间浪费恐惧,自我成长期待冲突,0.5346
时间浪费恐惧,家庭优先学习理念灌输,0.4871
时间浪费恐惧,学校内卷化学习氛围,0.5354
时间浪费恐惧,早期习惯内化,0.5669
时间浪费恐惧,高压环境下的自动化思维,0.5093
时间浪费恐惧,社会结构驱动的内卷压力,0.5250
时间浪费恐惧,焦虑敏感的个体特质,0.6321
时间浪费恐惧,应试教育塑造的行为惯性,0.4815
时间浪费恐惧,过度关注他人状态,0.5534
时间浪费恐惧,自我敏感性过高,0.4864
时间浪费恐惧,未来目标模糊,0.6298
时间浪费恐惧,奋斗价值观的文化传承,0.5425
时间浪费恐惧,群体压力氛围,0.5723
时间浪费恐惧,社会生活节奏压迫感,0.6037
时间浪费恐惧,升学目标驱动压力,0.5310
时间浪费恐惧,理想自我与现实行为的落差,0.5250
时间浪费恐惧,自动化负面思维模式,0.5711
时间浪费恐惧,社会攀比压力,0.6065
时间浪费恐惧,弥漫性焦虑氛围,0.6293
时间浪费恐惧,亲密关系中的价值评判,0.5282
时间浪费恐惧,家庭权威的期望压力,0.4507
时间浪费恐惧,教育者传递的绩效焦虑,0.5572
时间浪费恐惧,高压教养模式,0.4070
时间浪费恐惧,成就导向型人格特质,0.5163
时间浪费恐惧,目标紧迫性感知,0.6786
时间浪费恐惧,计划秩序破坏敏感,0.5476
时间浪费恐惧,效率至上信念,0.6478
时间浪费恐惧,竞争压力下的自我不足感,0.5860
时间浪费恐惧,外部比较压力,0.5527
时间浪费恐惧,职场与校园文化规训,0.5511
时间浪费恐惧,技术加速带来的紧迫感,0.6721
时间浪费恐惧,生存与生活压力的内化,0.5465
时间浪费恐惧,他人评价的过度关注,0.5697
时间浪费恐惧,幸福观的绩效化倾向,0.5239
时间浪费恐惧,多源压力驱动的应然自我期待,0.5158
时间浪费恐惧,自我设定目标未达成引发的内疚,0.5332
时间浪费恐惧,代际劳动榜样内化,0.4731
时间浪费恐惧,个人要强性格,0.4830
时间浪费恐惧,时间经济化观念,0.7416
时间浪费恐惧,勤劳美德内化,0.5235
时间浪费恐惧,制度性过劳常态化,0.5438
时间浪费恐惧,社会成功话语对休息的污名化,0.5277
时间浪费恐惧,教育环境强调持续学习,0.4579
时间浪费恐惧,高压环境下的休息无效感,0.6245
时间浪费恐惧,广泛性焦虑倾向,0.6265
时间浪费恐惧,内卷环境引发的竞争压力,0.5326
时间浪费恐惧,前途不确定性忧虑,0.6828
时间浪费恐惧,资源稀缺引发的生存焦虑,0.7015
时间浪费恐惧,感知他人努力压力,0.5695
时间浪费恐惧,不切实际的任务目标,0.5911
时间浪费恐惧,对未来后果的灾难化预期,0.6276
时间浪费恐惧,任务完成不确定性,0.6876
时间浪费恐惧,权威人物的价值观内化,0.5122
时间浪费恐惧,努力与疲惫的内在冲突,0.5973
时间浪费恐惧,未来不确定性驱动的过度准备,0.6376
时间浪费恐惧,应试教育内化的竞争焦虑,0.5901
时间浪费恐惧,就业压力驱动的群体比较,0.5834
时间浪费恐惧,经济独立紧迫感,0.6180
时间浪费恐惧,教育灌输的效率至上观念,0.5712
时间浪费恐惧,现实压力驱动的自我规训,0.5600
时间浪费恐惧,自我定位模糊,0.5822
时间浪费恐惧,就业导向的教育压力,0.5298
时间浪费恐惧,被动卷入竞争环境,0.4956
时间浪费恐惧,同伴成就引发的自我贬抑,0.5306
时间浪费恐惧,未完成重要事务的自我责备,0.5972
时间浪费恐惧,竞争性评价体系压力,0.4992
时间浪费恐惧,同伴内卷氛围引发的归因偏差,0.4881
时间浪费恐惧,思维反刍倾向,0.6226
时间浪费恐惧,内在价值冲突,0.5960
时间浪费恐惧,同伴学习行为引发的焦虑,0.5566
时间浪费恐惧,成功焦虑驱动的自我监控,0.6598
时间浪费恐惧,生存压力加剧,0.5956
时间浪费恐惧,休闲活动的时间消耗感,0.7226
时间浪费恐惧,填鸭式教育经历,0.4841
时间浪费恐惧,效率至上价值观,0.5493
时间浪费恐惧,自我提升的迫切需求,0.5132
时间浪费恐惧,同伴行为带来的隐性压力,0.5560
时间浪费恐惧,成就导向驱动的自我要求,0.5304
时间浪费恐惧,内卷环境下的行为惯性,0.5481
时间浪费恐惧,工作压力引发的休息冲突,0.6396
时间浪费恐惧,卷躺两难困境,0.4827
时间浪费恐惧,能力与期望不匹配,0.5562
时间浪费恐惧,自我行为不一致引发的内疚,0.5852
时间浪费恐惧,竞争环境下的休息污名化,0.6008
时间浪费恐惧,功利主义价值观影响,0.5744
时间浪费恐惧,同辈行为参照引发的自我审视,0.5250
时间浪费恐惧,成绩导向的社会评价,0.5500
时间浪费恐惧,早期高压教育灌输,0.5485
时间浪费恐惧,对成绩与生活的焦虑,0.6520
时间浪费恐惧,遵从努力型社会规范的压力,0.5564
时间浪费恐惧,目标模糊引发的自我苛责,0.5529
时间浪费恐惧,优绩主义文化压力,0.5763
时间浪费恐惧,亲密关系中的能力落差感,0.5024
时间浪费恐惧,未来方向不确定性,0.6822
时间浪费恐惧,情绪调节困难,0.5419
时间浪费恐惧,社会对高效产出的推崇,0.5534
时间浪费恐惧,忙碌即价值的社会观念,0.6081
时间浪费恐惧,害怕落后的焦虑,0.6809
时间浪费恐惧,对休息即浪费时间的自我苛责,0.7404
时间浪费恐惧,勤奋崇拜文化,0.6188
时间浪费恐惧,同辈努力感知压力,0.5773
时间浪费恐惧,就业竞争压力,0.6942
时间浪费恐惧,应试教育导向下的时间紧迫感,0.5820
时间浪费恐惧,高竞争环境下的不敢松懈心理,0.6157
时间浪费恐惧,表面努力的压力,0.5421
完美主义倾向,长期行为驯化,0.6581
完美主义倾向,休息价值感缺失,0.7689
完美主义倾向,心理健康困扰,0.7877
完美主义倾向,就业压力驱动的自我要求,0.6770
完美主义倾向,努力回报信念,0.6136
完美主义倾向,好孩子规训内化,0.5295
完美主义倾向,外部认同依赖,0.7374
完美主义倾向,决策冲突倾向,0.7527
完美主义倾向,反刍性自我审视,0.7198
完美主义倾向,早期教育塑造的休息观念,0.6979
完美主义倾向,高强度学业压力下的自我要求,0.7480
完美主义倾向,碎片化工作模式内化,0.6821
完美主义倾向,家庭经济压力引发的成就焦虑,0.6739
完美主义倾向,休息等同于生命浪费,0.6415
完美主义倾向,时间管理失衡感,0.7235
完美主义倾向,对成果质量的高要求与休闲时间的冲突,0.7002
完美主义倾向,被超越的恐惧,0.5971
完美主义倾向,休息引发的焦虑与恐惧,0.7259
完美主义倾向,早期努力至上教育灌输,0.6032
完美主义倾向,努力不足归因倾向,0.7467
完美主义倾向,任务未完成时的休息负罪感,0.7018
完美主义倾向,集体专注氛围下的休息不适,0.6778
完美主义倾向,自控力与行动力的冲突,0.7231
完美主义倾向,自我期望与能力落差,0.8204
完美主义倾向,理想自我与现实自我的冲突,0.7963
完美主义倾向,竞争性学习内化,0.6519
完美主义倾向,目标缺失下的时间空洞感,0.6192
完美主义倾向,同辈卷度焦虑,0.6625
完美主义倾向,教育灌输的时间观,0.5189
完美主义倾向,非自愿的社会比较倾向,0.6329
完美主义倾向,制度化时间管理剥夺自主节奏体验,0.5988
完美主义倾向,心理困扰驱动的回避性忙碌,0.7681
完美主义倾向,竞争导向的评价体系,0.5935
完美主义倾向,自我规训的思维模式,0.7755
完美主义倾向,多重压力叠加,0.7173
完美主义倾向,家长期望压力,0.6438
完美主义倾向,教师权威驱动,0.5760
完美主义倾向,自我意志薄弱,0.8300
完美主义倾向,担忧学业落后,0.6954
完美主义倾向,恐惧休息行为本身,0.6781
完美主义倾向,感知他人隐性竞争,0.5728
完美主义倾向,担忧被群体远远抛下,0.6103
完美主义倾向,生产力至上价值观,0.6152
完美主义倾向,自我提升义务感,0.7176
完美主义倾向,就业市场竞争激烈,0.6385
完美主义倾向,学历价值下降,0.5607
完美主义倾向,同辈群体的竞争氛围,0.7131
完美主义倾向,同辈竞争性参照,0.6581
完美主义倾向,生活节奏过快,0.7279
完美主义倾向,长期高压习惯化,0.7290
完美主义倾向,自我成就压力,0.6952
完美主义倾向,心理健康价值被忽视,0.6869
完美主义倾向,目标与能力失衡引发的时间侵占,0.6931
完美主义倾向,同侪努力引发的休息不适,0.7234
完美主义倾向,重要他人期望压力,0.6553
完美主义倾向,同辈努力参照,0.6264
完美主义倾向,社会焦虑氛围渗透,0.7256
完美主义倾向,机构文化强调自律与进取,0.5333
完美主义倾向,教育中缺乏对休闲正当性的认可,0.6002
完美主义倾向,早期愧疚导向的教养方式,0.6502
完美主义倾向,对他人负面评价的恐惧,0.7133
完美主义倾向,内耗型思维模式,0.7488
完美主义倾向,资本主义社会对人的异化,0.4979
完美主义倾向,价值条件化的教育影响,0.6207
完美主义倾向,社会内卷与经济不安全感,0.5620
完美主义倾向,自我成长期待冲突,0.7204
完美主义倾向,家庭优先学习理念灌输,0.6088
完美主义倾向,学校内卷化学习氛围,0.6527
完美主义倾向,早期习惯内化,0.6983
完美主义倾向,高压环境下的自动化思维,0.6552
完美主义倾向,社会结构驱动的内卷压力,0.5862
完美主义倾向,焦虑敏感的个体特质,0.7380
完美主义倾向,应试教育塑造的行为惯性,0.6324
完美主义倾向,过度关注他人状态,0.7290
完美主义倾向,自我敏感性过高,0.7360
完美主义倾向,未来目标模糊,0.6984
完美主义倾向,奋斗价值观的文化传承,0.5944
完美主义倾向,群体压力氛围,0.6772
